"Award #","Project Title","Award Title","PI","PI Unit","Award Amount","Award Id","Award Notice Received","Increment Amount","Modification Number","Modification Type","Modification Date","Modified By","sponsor type","activity type","Increment_Amount_Obliged","History Action Date Parsed","Sponsor","Prime Sponsor","Instrument Type","Award Start Date","Award End Date","Admin Unit","Obligated Amount","Project #","Total Expected Amount","Anticipated Amount","Status","Created Date","Award Type","Award_Start_Month_Year","College/Division"
"23-0285-A0001-0","Hotplate Precipitation and Wind Measurement Improvement",,"Jefferson Robert Snider","Atmospheric Science",,"e75a4fd5-5e21-4851-a228-870d393109be","7/2/2019",,0,"Original Award",,,,,"  306227.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-07-15,"6/30/2023","Atmospheric Science",306227,"23-0285",,,"Active","4/24/2023 06:34:16 PM",,"'Jul-19","Engineering"
"23-0287-A0001-0","Rocky Mountain snowpack changes and their hydrologic consequences during the Holocene",,"Bryan Nolan Shuman","Geology & Geophysics",,"b3cd7f3c-c6f1-4ed1-9fef-64ca5d7c5905","6/21/2019",,0,"Original Award",,,,,"  246806.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-08-15,"7/31/2022","Geology & Geophysics",246806,"23-0287",,,"Active","4/24/2023 06:34:23 PM",,"'Aug-19","Engineering"
"23-0288-A0001-0","Wyoming Golden Eagle Monitoring Plan Expansion",,"Ian M. Abernethy","Wyo Natural Diversity Database",,"e0686316-9a7f-4988-890b-2b51e8bceb0c","6/10/2019",,0,"Original Award",,,,,"  160271.47000000000116415321827",,"National Fish and Wildlife Foundation","National Fish and Wildlife Foundation",,2019-05-15,"3/31/2024","Wyo Natural Diversity Database",160271.47,"23-0288",,,"Active","4/24/2023 06:34:26 PM",,"'May-19","Research & Economic Development"
"23-0289-A0001-0","CS for All:RPP - Booting Up Computer Science in Wyoming",,"Mike Borowczak","Electrical Engineering & Computer Science",,"76446c2c-00b3-4578-b2d0-235a889c03ae","7/23/2019",,0,"Original Award",,,,,"  999929.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-08-01,"7/31/2023","Electrical Engineering & Computer Science",999929,"23-0289",,,"Active","4/24/2023 06:34:29 PM",,"'Aug-19","Engineering"
"23-0306-A0001-0","An orogenic plateau in the southern U.S. Cordillera?",,"James Benjamin Chapman","Geology & Geophysics",,"d7b535d7-5efc-4755-a6e4-eb1c9ad60a57","7/31/2019",,0,"Original Award",,,,,"  270184.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-08-01,"7/31/2023","Geology & Geophysics",270184,"23-0306",,,"Active","4/24/2023 06:35:27 PM",,"'Aug-19","Engineering"
"23-0307-A0001-0","Documenting Arapaho Place Names with Virtual Reality Elicitation Using 3D 360 and Aerial Drone Video",,"Phineas Arthur Kelly","Culture Gender & Social Justice",,"c591297e-fa02-4196-b11a-11c4c07e78fe","8/6/2019",,0,"Original Award",,,,,"  381529.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-08-01,"1/31/2024","Culture Gender & Social Justice",381529,"23-0307",,,"Active","4/24/2023 06:35:30 PM",,"'Aug-19","Arts & Sciences"
"23-0308-A0001-0","Wyoming King Air as a National Facility (CA8)",,"Jeffrey R. French","Atmospheric Science",,"8bfb5346-1f98-4cbf-aa14-190cf80ce245","8/8/2019",,0,"Original Award",,,,,"10934420.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-09-01,"8/31/2024","Atmospheric Science",10934420,"23-0308",,,"Active","4/24/2023 06:35:34 PM",,"'Sep-19","Engineering"
"23-0308-A0001-1","Wyoming King Air as a National Facility (CA8)",,"Jeffrey R. French","Atmospheric Science",,"8bfb5346-1f98-4cbf-aa14-190cf80ce245","8/8/2019",,1,"New Funding Increment","9/11/2023","Kristi Stockdale","U.S. Federal Government","Applied Research"," 2701485.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2023-09-11,"8/31/2024","Atmospheric Science",13635905,"23-0308",13635905,,"Active","9/11/2023 09:58:41 AM",,"'Sep-23","Engineering"
"23-0308-A0001-2","Wyoming King Air as a National Facility (CA8)",,"Jeffrey R. French","Atmospheric Science",,"8bfb5346-1f98-4cbf-aa14-190cf80ce245","8/8/2019",,2,"New Funding Increment","10/27/2023","Tashina Lemons","U.S. Federal Government","Applied Research","  943166.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2023-10-27,"8/31/2024","Atmospheric Science",14579071,"23-0308",14579071,,"Active","10/27/2023 09:54:10 AM",,"'Oct-23","Engineering"
"23-0310-A0001-0","Local adaptation, hybrid breakdown, and species barriers in North American chickadees",,"Matthew D. Carling","Botany",,"6fc52910-e5e3-4f44-9003-d48e41ab80ba","7/29/2019",,0,"Original Award",,,,"Applied Research","  244235.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2020-05-01,"4/30/2025","Zoology & Physiology",244235,"23-0310",,,"Active","4/24/2023 06:35:40 PM",,"'May-20","Agriculture"
"23-0311-A0001-0","Collaborative Research: Dissociating Perceptual and Motor Correlates of EEG Mu-Alpha and Beta Oscillations in Emotional Action Simulation",,"Eric J Moody","Wyoming Institute for Disabilities WIND",,"b9f4257c-e614-490c-8f26-6bef765b0f6a","8/13/2019",,0,"Original Award",,,,,"   56639.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-09-01,"8/31/2023","Wyoming Institute for Disabilities WIND",56639,"23-0311",,,"Active","4/24/2023 06:35:44 PM",,"'Sep-19","Health Sciences"
"23-0333-A0001-0","The Wyoming Digital Newspaper Project (NEH)",,"Chad Everett Hutchens","Libraries Education & Research Services",,"706c7dc6-345a-4497-9a3c-3ca71eca05fa",,,0,"Original Award",,,,,"  405169.00000000000000000000000",,"National Endowment for the Humanities","National Endowment for the Humanities",,2019-06-03,"8/31/2023","Libraries Education & Research Services",405169,"23-0333",,,"Active","4/24/2023 06:36:57 PM",,"'Jun-19","Academic Affairs"
"23-0340-A0001-0","F.E. Warren Air Force Base Threatened and Endangered Species",,"Bonnie L Heidel","Wyo Natural Diversity Database",,"87a5724f-a335-47f4-afff-8cf5dd277eb8","7/29/2019",,0,"Original Award",,,,,"  157728.00000000000000000000000",,"U.S. Fish & Wildlife Service/Department of the Interior",,,2019-07-29,"6/30/2024","Wyo Natural Diversity Database",157728,"23-0340",,,"Active","4/24/2023 06:37:23 PM",,"'Jul-19","Research & Economic Development"
"23-0340-A0001-1","F.E. Warren Air Force Base Threatened and Endangered Species",,"Bonnie L Heidel","Wyo Natural Diversity Database",,"87a5724f-a335-47f4-afff-8cf5dd277eb8","7/29/2019",,1,"New Funding Increment","8/16/2023","Kristi Stockdale","U.S. Federal Government","Applied Research","   31236.38999999999941792339087",2023-04-24 18:37:23,"U.S. Fish & Wildlife Service/Department of the Interior","U.S. Fish & Wildlife Service/Department of the Interior",,2023-08-16,"6/30/2024","Wyo Natural Diversity Database",188964.39,"23-0340",188964.39,,"In Closeout","8/16/2023 08:09:22 AM",,"'Aug-23","Research & Economic Development"
"23-0343-A0001-0","Mid-scale RI-1 (M1:IP): The Next Generation Wyoming King Air Atmospheric Research Aircraft",,"Bart Geerts","Atmospheric Science",,"5f802117-abb6-44db-a16c-c6fdfcb1fa36","9/16/2019",,0,"Original Award",,,,"Basic Research","15810587.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-10-01,"9/30/2024","Atmospheric Science",15810587,"23-0343",,,"Active","4/24/2023 06:37:35 PM",,"'Oct-19","Engineering"
"23-0344-A0001-0","Collaborative Research: CyberTraining: Implementation Small Multi-disciplinary Training of Learning, Optimization and Communications for Next-Generation Power Engineers",,"Dongliang Duan","Electrical Engineering & Computer Science",,"8e2ac97e-ad42-44e9-8ee4-68a04e3a401e","7/1/2019",,0,"Original Award",,,,,"  199924.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-09-15,"8/31/2023","Electrical Engineering & Computer Science",199924,"23-0344",,,"Active","4/24/2023 06:37:38 PM",,"'Sep-19","Engineering"
"23-0354-A0001-0","Unlocking the Tight Oil Reservoirs of the Powder River Basin, Wyoming",,"Nicholas R Jones","Enhanced Oil Recovery Institute",,"2c3afac5-7706-40f0-8308-daed102fb59a","6/26/2019",,0,"Original Award",,,,," 7833908.00000000000000000000000",,"National Energy Technology Laboratory/U.S. Department of Energy","National Energy Technology Laboratory/U.S. Department of Energy",,2019-10-01,"9/30/2022","Enhanced Oil Recovery Institute",7833908,"23-0354",,,"Active","4/24/2023 06:38:12 PM",,"'Oct-19","School of Energy Resources"
"23-0354-A0001-1","Unlocking the Tight Oil Reservoirs of the Powder River Basin, Wyoming",,"Nicholas R Jones","Enhanced Oil Recovery Institute",,"2c3afac5-7706-40f0-8308-daed102fb59a","6/26/2019",,1,"New Funding Increment","7/21/2023","Kristi Stockdale","U.S. Federal Government","Applied Research","       0.00000000000000000000000",,"National Energy Technology Laboratory/U.S. Department of Energy","National Energy Technology Laboratory/U.S. Department of Energy",,2023-07-21,"9/30/2023","Enhanced Oil Recovery Institute",7833908,"23-0354",7833908,,"Active","7/21/2023 02:50:51 PM",,"'Jul-23","School of Energy Resources"
"23-0359-A0001-0","EESLR 2019: Ecosystem and community vulnerability to surface and subsurface flooding and salinity dynamics with sea level rise and adaptation strategies",,"Anthony Scott Denzer","Civil & Architectural Engineering & Construction Management",,"b3a38272-aa6b-4746-8058-3d42ff4df863","9/18/2019",,0,"Original Award",,,,,"  749732.00000000000000000000000",,"National Oceanic and Atmospheric Administration/Department of Commerce","National Oceanic and Atmospheric Administration/Department of Commerce",,2019-10-01,"9/30/2023","Civil & Architectural Engineering & Construction Management",749732,"23-0359",,,"Active","4/24/2023 06:38:28 PM",,"'Oct-19","Engineering"
"23-0360-A0001-0","URoL: Epigenetics 2: Collaborative Research: Bumble bee cold tolerance across elevations - From epigenotype to phenotype across space, time, and levels of biological organization",,"Michael E. Dillon","Zoology & Physiology",,"2c086f4c-6a90-4c4c-9cfe-9702367bc1cc","7/9/2019",,0,"Original Award",,,,," 1170992.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2019-10-15,"9/30/2024","Zoology & Physiology",1170992,"23-0360",,,"Active","4/24/2023 06:38:33 PM",,"'Oct-19","Agriculture"
"23-0364-A0001-0","Research: Oil Recovery from Conventional and Unconventional Reservoirs: Multifaceted Experimental and Computational Investigations of Multiphase Flow and Transport in Porus Media of varying Wettability",,"Mohammad Piri","Energy & Petroleum Engineering",,"e8d9e573-fe62-4434-b897-b7cc6c26ec77",,,0,"Original Award",,,,," 7200000.00000000000000000000000",,"Hess Corporation","Hess Corporation",,2020-01-01,"12/31/2025","Center of Innovation for Flow through Porous Media",7200000,"23-0364",,,"Active","4/24/2023 06:38:48 PM",,"'Jan-20","Research & Economic Development"
"23-0366-A0001-0","Field Pilot Test of Foam-Assisted Hydrocarbon Gas Injection in Bakken Formations",,"Mohammad Piri","Energy & Petroleum Engineering",,"1f20303d-a65d-4781-a241-4fa06cec04e7","9/17/2019",,0,"Original Award",,,,," 8000000.00000000000000000000000",,"U.S. Department of Energy","U.S. Department of Energy",,2019-10-01,"9/30/2023","Center of Innovation for Flow through Porous Media",8000000,"23-0366",,,"Active","4/24/2023 06:38:55 PM",,"'Oct-19","Research & Economic Development"
"23-0366-A0001-1","Field Pilot Test of Foam-Assisted Hydrocarbon Gas Injection in Bakken Formations",,"Mohammad Piri","Energy & Petroleum Engineering",,"1f20303d-a65d-4781-a241-4fa06cec04e7","9/13/2023",,1,"New Funding Increment","9/17/2023","Farrell Jean Rapp","U.S. Federal Government","Applied Research","       0.00000000000000000000000",,"U.S. Department of Energy","U.S. Department of Energy",,2023-09-17,"9/30/2024","Center of Innovation for Flow through Porous Media",8000000,"23-0366",8000000,,"Active","9/17/2023 02:15:33 PM",,"'Sep-23","Research & Economic Development"
"23-0367-A0001-0","Chronic Disease Prevention Network Regional Coordinators - Region 1",,"Christine L. McKibbin","Psychology",,"b13f8e5d-7444-4e4b-a694-27aa5952ce3a",,,0,"Original Award",,,,," 1350364.60000000009313225746155",,"Wyoming Department of Health",,,2019-09-16,"6/30/2023","Psychology",1350364.6,"23-0367",,,"Active","4/24/2023 06:38:58 PM",,"'Sep-19","Arts & Sciences"
"23-0367-A0001-1","Chronic Disease Prevention Network Regional Coordinators - Region 1",,"Christine L. McKibbin","Psychology",,"b13f8e5d-7444-4e4b-a694-27aa5952ce3a",,,1,"New Funding Increment","6/12/2023","Kristi Stockdale","Wyoming State Governmental Entities","Other Sponsored Activity","  917333.88000000000465661287308",,"Wyoming Department of Health",,,2023-06-12,"6/29/2025","Psychology",2267698.48,"23-0367",2267698.48,,"Active","6/12/2023 11:03:28 AM",,"'Jun-23","Arts & Sciences"
"23-0367-A0001-2","Chronic Disease Prevention Network Regional Coordinators - Region 1",,"Christine L. McKibbin","Psychology",,"b13f8e5d-7444-4e4b-a694-27aa5952ce3a",,,2,"New Funding Increment","11/22/2024","Kristi Hargis Stockdale","Wyoming State Governmental Entities","Other Sponsored Activity","   27096.68999999999869032762945",2023-04-24 18:38:58,"Wyoming Department of Health",,,2024-11-22,"6/29/2025","Psychology",2294795.17,"23-0367",2294795.17,,"Active","11/22/2024 07:22:37 AM",,"'Nov-24","Arts & Sciences"
"23-0370-A0001-0","FY20 5339-73 Capital Request:  Purchase two (2) replacement 35 ft Buses",,"Paul W. Kunkel","Transportation Services",,"53c68d02-abe7-4979-8201-22e8447ef052",,,0,"Original Award",,,,,"  440000.00000000000000000000000",,"Wyoming Department of Transportation","Federal Transit Administration",,2019-10-11,"9/30/2023","Transportation Services",440000,"23-0370",,,"Active","4/24/2023 06:39:11 PM",,"'Oct-19","Campus Operations"
"23-0380-A0001-0","WYCS Micro-credentials for Wyoming PK-12 Teachers",,"Jenna Min Shim","Electrical Engineering & Computer Science",,"042ff4da-4618-4bde-b836-d71d5ea49e0b",,,0,"Original Award",,,,,"  396000.00000000000000000000000",,"Wyoming Department of Education","Wyoming Department of Education",,2019-09-30,"12/31/2023","College of Education Deans Office",396000,"23-0380",,,"Active","4/24/2023 06:39:55 PM",,"'Sep-19","Education"
"23-0382-A0003-0","Generation and characterization of a mouse model exhibiting beta-amyloidosis and tauopathy with nuclear depletion of TDP-43",,"Yun Li","Zoology & Physiology",,"70984df4-7395-4bea-8c20-719fd27c74c1",,,0,"Original Award",,,"Institutions of Higher Education","Applied Research","   89409.00000000000000000000000",,"Johns Hopkins University","National Institute of Neurological Disorders and Stroke/National Institutes of Health/Department of Health and Human Services",,2022-09-01,"8/31/2023","Zoology & Physiology",89409,"23-0382",89409,,"Active","10/27/2023 08:09:19 AM",,"'Sep-22","Agriculture"
"23-0382-A0003-1","Generation and characterization of a mouse model exhibiting beta-amyloidosis and tauopathy with nuclear depletion of TDP-43",,"Yun Li","Zoology & Physiology",,"70984df4-7395-4bea-8c20-719fd27c74c1",,,1,"New Funding Increment","11/1/2023","Kristi Stockdale","Institutions of Higher Education","Applied Research","   89409.00000000000000000000000",2023-10-27 08:09:19,"Johns Hopkins University","National Institute of Neurological Disorders and Stroke/National Institutes of Health/Department of Health and Human Services",,2023-11-01,"8/31/2024","Zoology & Physiology",178818,"23-0382",178818,,"In Closeout","11/1/2023 07:07:10 PM",,"'Nov-23","Agriculture"
"23-0386-A0001-0","Hell Gap Archaeological Site Collection Archive",,"Marcel Kornfeld","Anthropology",,"6870800f-3a8c-440a-8d49-94a5fa8295ad","9/20/2019",,0,"Original Award",,,,,"  260675.00000000000000000000000",,"Institute of Museum and Library Services","Institute of Museum and Library Services",,2019-12-01,"11/30/2023","Anthropology",260675,"23-0386",,,"Active","4/24/2023 06:40:19 PM",,"'Dec-19","Arts & Sciences"
"23-0396-A0001-0","From Compost Carryover to Compost Legacy: Intercropping and Compost Effects on Yield, Quality, and Soil Health in Organic Dryland Wheat",,"Urszula Norton","Ecosystem Science & Management",,"f9d40b62-148c-4173-857a-f685795f6832",,,0,"Original Award",,,,,"  338123.00000000000000000000000",,"Utah State University","National Institute of Food and Agriculture/Department of Agriculture",,2019-09-01,"8/31/2023","Plant Sciences",338123,"23-0396",,,"Active","4/24/2023 06:40:55 PM",,"'Sep-19","Agriculture"
"23-0396-A0001-1","From Compost Carryover to Compost Legacy: Intercropping and Compost Effects on Yield, Quality, and Soil Health in Organic Dryland Wheat",,"Urszula Norton","Plant Sciences",,"f9d40b62-148c-4173-857a-f685795f6832",,,1,"New Funding Increment","9/7/2023","Farrell Jean Rapp","Institutions of Higher Education","Basic Research","       0.00000000000000000000000",,"Utah State University","National Institute of Food and Agriculture/Department of Agriculture",,2023-09-07,"8/31/2023","Plant Sciences",338123,"23-0396",338123,,"Active","9/7/2023 10:22:29 AM",,"'Sep-23","Agriculture"
"23-0400-A0001-0","Mechanisms of nuclear size regulation",,"Daniel L. Levy","Molecular Biology",,"3a03cf54-e91c-4b30-9794-9688dc7efd17","12/25/2019",,0,"Original Award",,,"U.S. Federal Government","Applied Research"," 2481149.00000000000000000000000",,"National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services","National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services",,2020-01-01,"12/31/2023","Molecular Biology",2481149,"23-0400",2481149,,"Active","4/24/2023 06:41:09 PM",,"'Jan-20","Agriculture"
